t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,flags
938939424.995,938939524.995,938939462.5717221,938939425.995,938939499.895,69.55876454883163,1.187649727171253,1.4329105497059317e-14,2.446558437972781e-16,15.47412035054299,0.018381432779071005,0.018697996147306384,73.20663793177793,1.160349126761356,1.5080567413946255e-14,2.390319201128393e-16,15.418623844948272,0.017074311496180883,0.017347118374260617,74.91375019381607,1.1473500288767262,1.543223253992611e-14,2.363541059486056e-16,15.393596153841179,0.016502661801863994,0.016757370658087467,3629.0,4263.155903842536,230.0,195.634890846102,56.90752222139385,304.73896458719713,97.1475289863488,0.8514096723967973,242.31019592285156,313.0632629394531,180.06685025463216,10.206304989916902,40.18564966971099,0.0
938939524.995,938939624.995,938939578.7662219,938939533.02,938939624.99,73.32837212918503,1.0857990013945653,1.5105644658612116e-14,2.2367459428728045e-16,15.416819890305172,0.015959012024785224,0.016197094113270083,76.74034819842713,1.063401714708083,1.580851172887599e-14,2.190607532298651e-16,15.367440586459303,0.014941909503434658,0.01515041293244579,78.44746046046525,1.052016736518971,1.6160176854855842e-14,2.1671544772290801e-16,15.343552777606831,0.014463459272807455,0.014658736183093879,4787.0,5560.482519564175,272.0,232.94025099149707,70.88161282628724,362.84923712137015,121.00287040879414,0.8612029345114317,243.97048950195312,298.1907653808594,186.30708091748778,10.206146030237512,40.18559437609007,0.0
938939624.995,938939724.995,938939686.3483351,938939625.0,938939724.935,77.85123140101283,1.2941924449293953,1.603735366860864e-14,2.6660364365545543e-16,15.351836284122587,0.017900807137168684,0.018200896833654667,80.46461046687679,1.2744903394938523,1.6575709756176618e-14,2.625450099357336e-16,15.315987717040574,0.017062356603215534,0.0173347785377711,82.17172272891493,1.2614543799008493,1.6927374882156474e-14,2.5985960225957494e-16,15.29319401988434,0.016540974120044183,0.016796876198526434,3553.0,4243.27995794298,170.0,143.22893297295613,51.639174852663,223.10660713095072,88.15386859251205,0.8375904056168999,250.77139282226562,287.9335021972656,186.6228204962534,10.206082085864738,40.18559301948267,0.0
938939724.995,938939824.995,938939767.8155508,938939725.025,938939824.98,76.31150913263943,1.2883534231568987,1.5720170881323723e-14,2.654008051703211e-16,15.373524894435942,0.01817727453656559,0.01848678559306549,79.31354116273033,1.2655950389458035,1.6338589479522447e-14,2.607125780228355e-16,15.331631648660395,0.017188167396522402,0.017464654235036292,81.02065342476847,1.2524690044057922,1.6690254605502303e-14,2.580086149075932e-16,15.308510646474417,0.01665559637743108,0.016915085231255844,3522.0,4184.63428524847,185.0,156.1428456978295,51.64898218371076,243.22250964469578,88.17061080760155,0.8421918099329156,254.29638671875,282.25341796875,187.333393988509,10.206125235415685,40.18559037466011,0.0
938939824.995,938939924.995,938939867.1193627,938939824.995,938939909.97,81.6294169007399,1.2342232906526376,1.6815659881552418e-14,2.542499978744433e-16,15.300383264407932,0.016293284143744202,0.016541522023565847,84.89785458274761,1.2119989604074786,1.748895804404601e-14,2.496717858439406e-16,15.257758211217173,0.015390337661063569,0.015611636758485758,86.60496684478574,1.2002275532815163,1.784062317002586e-14,2.4724687597599236e-16,15.236143000573634,0.014943522448477964,0.01515207120973372,4354.0,5206.650358114047,229.0,192.03262982884752,60.11953526228416,299.1277503103199,102.63079583427904,0.8363751278332744,263.12127685546875,275.1867370605469,185.24074998571535,10.206081147653311,40.18563174474613,0.0
938939924.995,938940024.995,938939989.3924129,938939953.005,938940024.985,81.57049013245502,1.2753478357165653,1.6803520967285735e-14,2.627216541576124e-16,15.301167320351343,0.016844058097914782,0.01710949943873885,84.25879044790365,1.2562334359839358,1.7357310832268153e-14,2.5878408781269075e-16,15.26596194887539,0.016068002265265946,0.016309372019920332,85.96590270994177,1.2439430315596713,1.7708975958248005e-14,2.562522645012923e-16,15.244184430068044,0.015598225823314493,0.015825588052582162,4020.0,4775.8587402270805,187.0,156.76287370486355,55.555267724476096,244.18832250180648,94.8390787532643,0.8418783165438967,273.9617919921875,275.64532470703125,177.0585076889566,10.206094378087961,40.18564109868275,0.0
938940024.995,938940124.995,938940082.1211491,938940024.995,938940124.945,83.64522717671412,1.5343343961440659,1.7230916798403107e-14,3.1607288560567754e-16,15.273897087439938,0.01973558841321399,0.020100977109324347,86.45231643905291,1.5109181771815623,1.7809177186444897e-14,3.112491444994018e-16,15.238058413921344,0.018811391466128313,0.01914307146058114,88.15942870109103,1.4964986065341375,1.8160842312424753e-14,3.082787129460323e-16,15.216828082096411,0.018275599103489526,0.01858849653430994,2924.0,3470.4428800849164,136.0,114.08154690740861,39.365532776438776,177.70394806730943,67.20138370432255,0.8428969251447707,283.1829833984375,280.8016662597656,166.89654919781304,10.2062246561286,40.18571998631076,4.0
938940124.995,938940224.995,938940161.0491674,938940125.005,938940224.96,89.4152609127111,1.3972367898995326,1.8419543748018486e-14,2.878307787193037e-16,15.201470879616622,0.016834931254734897,0.01710008274810626,91.99434494912339,1.3787261901621446,1.8950835059519418e-14,2.840175951734018e-16,15.170597171659887,0.016151280278982938,0.0163951775195752,93.70145721116151,1.3663359831269497,1.930250018549927e-14,2.814652125241516e-16,15.150634137672618,0.015717669579462523,0.015948553037107516,3903.0,4703.029232362242,166.0,138.10891547428247,50.19163385862506,215.1311952580168,85.68275361178702,0.8303038175065477,287.8879699707031,283.2135925292969,161.8893827500836,10.20633790467565,40.18575147409897,0.0
938940224.995,938940324.995,938940272.5744033,938940224.995,938940319.985,91.96324383555657,1.1620881741590843,1.894442823012465e-14,2.393901638767714e-16,15.170964295468725,0.013633880724846392,0.013807264556369603,93.84653099216449,1.15099805374725,1.9332385384385885e-14,2.3710559907193347e-16,15.148954440766023,0.013235213575464755,0.0133985449876306,95.55364325420261,1.1408522284900353,1.9684050510365737e-14,2.350155590689473e-16,15.12938187395486,0.012886253331572561,0.013041035014801139,5841.0,7015.129793009624,203.0,169.21916586947523,73.41561822344316,263.5913929889901,125.32870209434982,0.832876298959132,298.67236328125,295.91595458984375,145.26107004958502,10.206414858944967,40.18577704960697,0.0
938940324.995,938940424.995,938940389.1167575,938940353.005,938940424.99,91.05809813201131,1.3256168425376154,1.875796821519433e-14,2.7307706956274877e-16,15.181703561859557,0.015692117615184742,0.015922245486850173,92.7671997038923,1.3139937048092327,1.9110043139001815e-14,2.7068270319070196e-16,15.161513882342218,0.015270926693808917,0.015488780707192618,94.47431196593043,1.3022805419688255,1.9461708264981668e-14,2.6826979164557805e-16,15.141715655658562,0.014864110328018043,0.015070433122616578,4441.0,5262.818253048875,146.0,122.17096557610863,55.70634115807867,190.304773301246,95.09697806423547,0.8442328350737274,300.0801086425781,313.23321533203125,132.33465007509048,10.206512982930178,40.1858095506647,0.0
